64	69	69	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	64	64	60	
59	62	63	84	90	91	85	91	92	59	62	63	85	91	92	85	91	92	59	62	63	59	62	63	120	125	128	60	62	63	59	62	65	51	51	51	51	51	58	51	51	51	59	62	63	59	62	63	60	56	51	51	51	51	51	51	51	63	61	62	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	62	63	59	
57	61	62	79	83	84	88	94	95	57	61	62	88	94	95	88	94	95	57	61	62	57	61	62	120	125	128	84	64	53	51	54	69	120	125	128	117	125	128	51	52	52	57	61	62	120	125	128	109	85	62	120	125	128	66	54	54	120	125	128	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	61	62	57	
56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	59	60	56	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	239	239	239	11	11	11	237	237	237	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	186	186	186	11	11	11	11	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	237	237	237	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	195	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	237	237	237	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	181	181	181	11	11	11	177	177	177	11	11	11	195	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	179	179	179	11	11	11	194	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	174	174	174	179	179	179	11	11	11	11	
11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	11	174	174	174	11	11	11	11	11	11	11	
